Primary_Name,Primary_Location,Alt_primary_Names,Original_Name,Pleiades,Region ,Pliny?,X,Y,Z,Geog_certainty,Dependent_upon,Replaced,Replaced_By,Speed_of_Replace,Port_Name,Port_Cert,Attrib_People1,Attrib_People2,Attrib_People3,Prev_People,Prev_Occ ,Occ_Date_U,Occ_Date_L,Occ_Date_Cert,Multi_Location,Multi_Loc_Cert,ML_Date_U,ML_Date_L,ML_Date_Cert,Disp_Sett_U,Disp_Sett_L,Incompl_Urb,Intense_Urb_U ,Intense_Urb_L ,Aband_Date_U,Aband_Date_L,Necrop_Only,Permanent,Destroyed,Destr_Date_U,Destr_Date_L,Post_Urban,GF_Status,Boundary_Known,SA_O,SA_O_EP,SO_O_Cert,SA_O_AL,SA_O_AU,SA_N,SA_N_EP,SA_N_Cert,SA_N_AL,SA_N_AU,SA_Expansion,SA_Exp_Date_U,SA_Exp_Date_L,SA_Exp_Date_Cert,SA_Reduction,SA_Red_Date_U,SA_Red_Date_L,SA_Red_Date_Cert,Defensible_Top,Fort_Survival,Mult_Circuits ,Fort_O_Date_U,Fort_O_Date_L,Fort_O_Date_Cert,Fort_O_Alt_U,Fort_O_Alt_L,Fort_R1_Date_U,Fort_R1_Date_L,Fort_R1_Date_Cert,Fort_R1_Alt_U,Fort_R1_Alt_L,Fort_R2_Date_U,Fort_R2_Date_L,Fort_R2_Date_Cert,Fort_R2_Alt_U,Fort_R2_Alt_L,Fort_R3_Date_U,Fort_R3_Date_L,Fort_R3_Date_Cert,Fort_R3+,Regular_Plan,RP_Date_U,RP_Date_L,RP_Date_Cert,New_Plan,NP_Date_U,NP_Date_L,NP_Date_Cert,Forum_Agora,Assembly_Place,Temple,Theatre,Amphitheatre,Basilica,Bath,Roman_Subj_Date_U,Roman_Subj_Date_L,Col_Type,Colony_Date_U,Colony_Date_L,Legal_Status1,Leg_St1_Date_U,Leg_St1_Date_L,Legal_Status2,Leg_St2_Date_U,Leg_St2_Date_L,Legal_Status3,Leg_St3_Date_U,Leg_St3_Date_L,ROADS,
Arcipete ,Ortucchio,Arciprete,N,N,4,N,13.5885944,41.9391306,699,certain,-,-,-,-,Arcipete,suspected,Roman ,-,-,Marsic ,-,-200,200,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,15,P,Low,15,18,-,-,-,-,-,-,-,-,-,-,-,-,-,no,Sections visible,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,Amphi Susp,-,-,-340,-302,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Ardea,Ardea,,Y,Y,1,Y,12.547028,41.609389,45,certain,-,-,-,-,Castrum Inui,Good evidence,Latin,-,-,-,-,-700,400,Medium,Co-existence,High,-700,400,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,40.5,P,Low,40.5,85,-,-,-,-,-,Low,-300,-100,Low,-,-,-,-,elevation,Sections visible,-,-625,-600,Unconfirmed,-,-,-400,-300,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,partly planned,-100,0,Low,-,-,-,-,Forum undated,-,Temple 6thc BC,-,-,Bas 2ndc BC,Bath undated,-493,-338,PR,-442,-434,-,-,-,-,-,-,-,-,-,ON,
Aricia,Ariccia,,Y,Y,1,Y,12.6726413,41.7211083,414,certain,-,-,-,-,-,-,Latin,-,-,-,-,-800,500,Medium,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,NGF,interpreted,7.8,E,Low,-,-,19.25,P,Medium,-,-,High,-300,-200,Unconfirmed,-,-,-,-,elevation,Confirmed,concentric walls,-700,-500,Low,-,-,-300,-200,Unconfirmed,-,-,-82,-80,Unconfirmed,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,Temple 2ndc BC,-,-,-,Bath undated,-493,-338,-,-,-,COI,-338,-338,M,-90,-89,-,-,-,ON,
Ariminum ,Rimini,,Y,Y,8,N,12.563193,44.058967,7,certain,-,-,-,-,Ariminum,Good evidence,Gallic,-,-,Umbrian ,IAC,-350,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,very clear,46.5,P,Medium,41,46.5,-,-,-,-,-,-,-,-,-,-,-,-,-,partial water,Sections visible,-,-268,-250,High,-,-,-82,-80,Unconfirmed,-,-,258,270,Unconfirmed,-,-,-,-,-,-,confirmed,-268,-250,High,-,-,-,-,Forum 3rdc,-,-,Theatre Aug,Amphi 2ndc BC,-,-,-295,-268,LC,-268,-268,M,-90,-89,C,-43,-43,-,-,-,ON,
Arna,Civitella d' Arna,,Y,Y,6,Y,12.485518,43.12775,327,certain,-,-,-,-,-,-,Etruscan,-,-,-,-,-550,500,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,unclear,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Suspected,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,TempleT 4thc BC,-,-,-,Bath Susp,-393,-310,-,-,-,MP,-90,14,-,-,-,-,-,-,FAR,
Arpi ,Arpinova ,"Argos Hippium, Argyripa",Y,Y,2,Y,15.5681056,41.5228333,50,certain,-,-,-,-,Salapia,suspected,Daunian,-,-,-,-,-750,200,Medium,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,GF,interpreted,1000,P,Medium,-,-,20,P,Low,-,-,-,-,-,-,High,-326,-220,Medium,partial water,Sections visible,-,-550,-500,High,-,-,-525,-500,High,-,-,-326,-220,Medium,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-326,-272,-,-,-,F,-318,-318,MP,-318,14,-,-,-,ON,
Arpinum,Arpino,,Y,Y,1,Y,13.609876,41.648422,624,certain,-,-,-,-,-,-,Volscian,Samnite,-,-,-,-800,500,Medium,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,NGF,partial,31,P,Medium,-,-,-,-,-,-,-,Low,-304,-200,Medium,-,-,-,-,elevation,Sections visible,-,-304,-250,Medium,-700,-300,-100,0,Medium,-,-,-,-,-,-,-,-,-,-,-,not planned,-,-,-,-,-,-,-,Forum undated,-,Temple suspected,-,-,-,-,-343,-290,-,-,-,CSS,-303,-303,COI,-188,-188,M,-90,-89,ON,
Arretium,Arezzo,,Y,Y,7,Y,11.8823944,43.4645056,296,certain,-,-,-,-,-,-,Etruscan,-,-,-,-,-550,500,High,-,-,-,-,-,-,-,-,-27,14,-,-,-,-,-,-,-,-,NGF,partial,22,E,Low,-,-,50,E,Low,-,-,High,-300,0,High,-,-,-,-,elevation,Sections visible,-,-400,-300,Medium,-500,-400,-300,-200,Medium,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,TempleT 5thc BC,Theatre 2ndc BC,Amphi 2ndc AD,-,Bath undated,-358,-295,-,-,-,M,-90,-89,C,-82,-80,C,-59,-59,ON,
Artena,Civita di Artena,,N,Y,1,N,12.910556,41.727778,625,certain,-,-,-,-,-,-,Volscian,-,-,-,-,-650,-100,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,40.5,P,Low,30,40.5,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-310,-275,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,partly planned,-310,-275,High,-,-,-,-,-,-,Temple undated,-,-,-,-,-495,-303,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Artimino,Prato Rosello,,N,Y,7,N,11.036,43.782111,257,certain,-,-,-,-,-,-,Etruscan,-,-,-,-,-700,0,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,interpreted,10,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Suspected,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,Temple suspected,-,-,-,-,-295,-264,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Asculum,Ascoli Piceno,,Y,Y,5,Y,13.574951,42.855397,165,certain,-,-,-,-,-,-,Picentine ,-,-,-,-,-600,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,very clear,50,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,water and elevation combo,Sections visible,-,-268,-100,Medium,-300,-268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-89,0,Medium,-,-,-,-,Forum suspected,-,Temple Aug,Theatre Aug,Amphi Aug,-,-,-299,-268,-,-,-,F,-268,-268,M,-90,-89,C,-50,0,ON,
Asisium,Assisi,,Y,Y,6,Y,12.617501,43.070171,506,certain,-,-,-,-,-,-,Umbrian ,-,-,-,BI,-9999,500,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,55,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-175,-125,Medium,-300,-50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,not planned,-,-,-,-,-,-,-,Forum suspected,-,Temple 1stc BC,Theatre undated,Amphi Aug,-,-,-308,-295,-,-,-,M,-90,-89,-,-,-,-,-,-,FAR,
Atella,Orta di Atella,,Y,Y,1,Y,14.257335,40.96184,40,certain,-,-,-,-,-,-,Campanian,-,-,-,C,-350,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,50,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,Confirmed,-,-350,-275,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-325,-275,Medium,-,-,-,-,Forum suspected,-,-,-,Amphi undated,-,Bath 2ndc AD,-343,-290,-,-,-,CSS,-338,-332,M,-60,-50,-,-,-,ON,
Aternum ,Pescara,Ostia Aterni,Y,Y,4,N,14.2127694,42.4607639,7,certain,-,-,-,-,Aternum,Good evidence,Vestinian,-,-,-,BI,-500,500,High,-,-,-,-,-,-,-,-,-27,14,-,-,-,-,-,-,-,-,NGF,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-25,25,High,-,-,-,-,-,-,-,-,-,-,-,-325,-290,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Atina,Atena Lucana ,,Y,Y,3,Y,15.556067,40.454278,625,certain,-,-,-,-,-,-,Lucanian ,-,-,-,-,-700,300,Medium,-,-,-,-,-,-,-,-,-,-,-275,-90,-,-,Unconfirmed,-280,-272,-,PGF,interpreted,3.3,E,Low,3.3,6.5,43,E,Low,-,-,High,-350,-300,Medium,-,-,-,-,elevation,Sections visible,-,-425,-375,Medium,-,-,-350,-300,Medium,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum undated,-,Temple undated,-,Amphi undated,-,-,-326,-272,-,-,-,P,-272,14,M,-272,14,-,-,-,ON,
Atina,Atina,,Y,Y,1,Y,13.798223,41.620477,577,certain,-,-,-,-,-,-,Samnite,Volscian,-,-,-,-350,400,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,partial,140,P,Unconfirmed,110,140,31,E,Low,15,55,-,-,-,-,High,-225,-200,Low,elevation,Sections visible,-,-343,-290,Low,-,-,-225,-200,Medium,-,-,-150,100,Low,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,Amphi Susp,-,-,-343,-290,-,-,-,P,-275,-250,MP,-50,14,-,-,-,ON,
Attidium,Attiggio,,Y,Y,6,Y,12.922635,43.306694,372,certain,-,-,-,-,-,-,Roman ,-,-,Picentine ,AC,-100,400,Low,-,-,-,-,-,-,-,-,100,200,-,-,-,-,-,-,-,-,GF,unknown,10,P,Low,4,10,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,Bath 2ndc AD,-299,-268,-,-,-,M,-90,-89,-,-,-,-,-,-,FAR,
Aufidena,Castel di Sangro,,Y,Y,4,Y,14.108223,41.784299,852,certain,-,Rocca2,-,Unknown,-,-,Roman ,-,-,SamPen,-,-90,500,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-343,-290,-,-,-,M,-290,14,-,-,-,-,-,-,ON,
Aufinum,Capestrano,"Colle Sant'Antonino, Collelungo",Y,Y,4,Y,13.7727472,42.2806472,384,certain,-,-,-,-,-,-,Vestinian,-,-,-,-,-800,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,interpreted,19.5,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,part elevation,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,Temple 3rdc BC,Theatre Susp,Amphi Susp,-,-,-325,-290,-,-,-,HP,-290,14,MP,-90,14,-,-,-,ON,
Augusta Bagiennorum ,Bene Vagienna,Vagiennorum,Y,Y,9,Y,7.8517194,44.5593639,350,certain,-,-,-,-,-,-,Roman ,-,-,Ligurian,-,-27,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,unclear,21,P,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,part elevation,Sections visible,-,-20,0,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-27,14,Unconfirmed,-,-,-,-,Forum Aug,-,Temple Aug,Theatre Aug,Amphi 1stc AD,Bas Aug,Bath Aug,-238,-155,-,-,-,C,-27,14,-,-,-,-,-,-,ON,
Augusta Taurinorum,Torino,,Y,Y,11,Y,7.6801361,45.0723083,243,certain,-,-,-,-,-,-,Roman ,-,-,Ligurian,-,-27,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,very clear,51,P,Medium,51,54.7,-,-,-,-,-,-,-,-,-,-,-,-,-,no,Complete,-,15,75,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-27,14,Medium,-,-,-,-,Forum suspected,-,-,Theatre Aug,-,-,-,-238,-155,-,-,-,C,-27,14,-,-,-,-,-,-,ON,
Ausculum,Ascoli Satriano ,,Y,Y,2,Y,15.5634917,41.1979306,456,certain,-,-,-,-,-,-,Daunian,-,-,-,BI,-700,300,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,unclear,80,P,Low,-,-,15,P,Low,-,-,-,-,-,-,High,-300,-200,Medium,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,good evidence,-326,-220,Medium,-,-,-,-,Forum suspected,-,-,-,-,-,-,-326,-314,-,-,-,M,-90,-89,C,-59,-33,-,-,-,ON,
Auximum,Osimo,,Y,Y,5,Y,13.482435,43.486124,265,certain,-,-,-,-,-,-,Roman ,-,-,Picentine ,IAC,-200,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,very clear,13,P,Medium,13,15,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-175,-150,Medium,-400,-300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-,-,-,-,-,-,-,Forum undated,-,Temple undated,-,Amphi Susp,-,Bath undated,-299,-268,RC,-174,-157,-,-,-,-,-,-,-,-,-,ON,
Aveia,Fossa,,Y,Y,4,N,13.487411,42.295745,640,certain,-,Monte di Cerro,-,Unknown,-,-,Roman ,-,-,Vestinian,-,-200,400,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,interpreted,18.7,E,Medium,18.7,24,-,-,-,-,-,-,-,-,-,-,-,-,-,no,Sections visible,-,-50,0,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-,-,-,-,-,-,-,Forum suspected,-,-,Theatre Aug,-,-,-,-325,-290,-,-,-,P,-290,999,M,-90,14,-,-,-,NEAR,
Axia,Castel d'Asso,,Y,Y,7,N,12.022748,42.393892,206,certain,Tarquinia,-,-,-,-,-,Etruscan,-,-,-,-,-600,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,very clear,16.7,E,Low,10.5,16.7,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Confirmed,-,-400,-300,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-388,-280,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Azetium ,Rutigliano,"Aegetini, Ezetium, Ehetium, Azetinon, Torre Castiello",Y,Y,2,Y,17.0182778,41.0293889,116,certain,-,-,-,-,-,-,Peucetian ,-,-,-,BC,-350,-50,High,-,-,-,-,-,-,-,-,-350,-250,-,-,-,-,-,-,-,-,GF,very clear,63.4,E,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,Sections visible,-,-350,-300,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-326,-272,-,-,-,MP,-90,14,-,-,-,-,-,-,NEAR,
Bagnoregio,Bagnoregio,,N,Y,7,N,12.090295,42.627233,484,certain,Velzna,-,-,-,-,-,Etruscan,-,-,-,BIAC,-325,-300,Medium,Co-existence,Low,-325,-300,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,interpreted,18,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Suspected,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-393,-280,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Balesium ,Valesio,"Balentium, Valentia, Valetium, Baletium, Valesium",Y,Y,2,Y,18.0317528,40.5067194,28,certain,-,-,-,-,-,-,Messapian ,-,-,-,I ,-330,-90,High,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,GF,very clear,83,P,Medium,72,88,3,P,Low,-,-,-,-,-,-,High,-250,-200,High,no,Sections visible,-,-330,-290,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-290,-266,-,-,-,MP,-90,14,-,-,-,-,-,-,ON,
Bantia,Banzi,,Y,Y,3,Y,16.013924,40.861745,570,certain,-,-,-,-,-,-,Daunian,Lucanian ,-,-,-,-700,500,High,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,PGF,unclear,200,P,Low,100,200,20,P,Low,-,-,-,-,-,-,High,-290,-200,Medium,elevation,Suspected,-,-400,-200,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,good evidence,-210,-190,Medium,-,-,-,-,Forum suspected,-,-,-,-,-,Bath 1stc BC,-326,-314,-,-,-,M,-200,-100,-,-,-,-,-,-,FAR,
Baragiano,Baragiano,,N,Y,3,N,15.595334,40.680328,629,certain,-,-,-,-,-,-,Lucanian ,-,-,-,-,-550,-300,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unclear,27.9,P,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Confirmed,-,-350,-300,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-326,-272,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
Barano,Bolsena,,N,N,7,N,11.9686917,42.6554306,370,certain,-,-,-,-,Barano,possible,Etruscan,-,-,-,IA,-350,-250,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,interpreted,5,P,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-393,-280,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Barduli,Barletta,,N,Y,2,N,16.283979,41.319271,20,certain,-,-,-,-,Barduli,Good evidence,Daunian,-,-,-,IA ,-325,400,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,partial water,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-326,-272,-,-,-,-,-,-,-,-,-,-,-,-,ON,
Barium,Bari,"Baris, Barion",Y,Y,2,Y,16.870331,41.129222,12,certain,-,-,-,-,Barium,Good evidence,Peucetian ,-,-,-,-,-850,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unknown,25,P,Low,25,30,-,-,-,-,-,-,-,-,-,-,-,-,-,no,Confirmed,-,-325,-300,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,Temple suspected,-,-,-,-,-326,-272,-,-,-,M,-290,14,-,-,-,-,-,-,ON,
Basta ,Vaste,Bausta,Y,Y,2,Y,18.388132,40.047756,104,certain,-,-,-,-,-,-,Messapian ,-,-,-,AC,-400,-200,Medium,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,Partly,-210,-190,Y,PGF,partial,78,P,Medium,77,78,-,-,-,-,-,-,-,-,-,High,-266,14,Medium,no,Sections visible,-,-400,-350,High,-,-,-300,-275,High,-,-,-275,-265,High,-,-,-,-,-,-,not planned,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-299,-266,-,-,-,MP,-266,14,-,-,-,-,-,-,ON,
Bellegra,Bellegra,,N,N,4,N,13.0275556,41.8827833,791,certain,-,-,-,-,-,-,Aequian,-,-,-,-,-600,999,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,14.5,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-500,-300,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,Temple suspected,-,-,-,-,-304,-298,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
Beneventum ,Benevento,Maleventum,Y,Y,2,Y,14.781161,41.130437,155,certain,-,-,-,-,-,-,SamHirp,-,-,-,-,-350,500,High,Co-existence,Low,-268,-100,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,interpreted,42,E,Unconfirmed,40,42,100,P,Unconfirmed,55,100,High,-268,-268,Low,-,-,-,-,elevation,Confirmed,-,-325,-300,Unconfirmed,-,-,-325,999,Low,-,-,-,-,-,-,-,-,-,-,-,confirmed,-,-,-,-,-,-,-,Forum undated,-,Temple undated,Theatre 2ndc AD,Amphi 2ndc AD,Bas undated,Bath 2ndc AD,-343,-290,LC,-268,-268,C,-27,14,C,54,68,-,-,-,ON,
Bisignano,Bisignano,,N,Y,3,N,16.285875,39.5134556,364,certain,-,-,-,-,-,-,Bruttian,-,-,-,-,-350,-250,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unclear,4,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-326,-272,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Blanda ,Palecastro di Tortora,,Y,Y,3,Y,15.778148,39.931607,115,certain,-,-,-,-,Blanda,possible,Lucanian ,-,-,-,AC,-380,425,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,High,-214,-214,-,GF,partial,5,P,High,3.6,5.3,-,-,-,-,-,-,-,-,-,High,150,250,High,elevation,Sections visible,-,-350,-300,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-350,-300,High,Confirmed,-50,0,High,Forum Aug,-,Temple Aug,-,-,-,-,-326,-272,-,-,-,C,-43,-33,-,-,-,-,-,-,ON,
Blera,Blera,,Y,Y,7,Y,12.027539,42.272684,260,certain,Tarquinia,-,-,-,-,-,Etruscan,-,-,-,BI,-800,500,High,-,-,-,-,-,-,-,-,-350,-250,-,-,-,-,-,-,-,-,NGF,interpreted,11,P,Low,6,11,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Confirmed,-,-350,-280,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-388,-280,-,-,-,M,-90,-89,-,-,-,-,-,-,ON,
Bononia ,Bologna,Felsina,Y,Y,8,Y,11.3418224,44.4946274,55,certain,-,-,-,-,-,-,Gallic,-,-,Etruscan,-,-800,500,High,Replacement,High,-200,-150,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,interpreted,36,P,Medium,-,-,50,P,Medium,-,-,High,0,100,High,High,200,400,High,water course,Suspected,-,-200,-100,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-189,-100,Medium,-,-,-,-,Forum undated,-,Temple 2ndc BC,Theatre 1stc BC,Amphi 1stc AD,Bas 1stc BC,-,-268,-218,LC,-189,-189,M,-90,-89,C,-59,-33,-,-,-,ON,
Bovianum ,Bojano (Boiano),,Y,Y,4,Y,14.471525,41.4810306,514,certain,-,-,-,-,-,-,SamPen,-,-,-,-,-400,500,High,Replacement,High,-50,100,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,interpreted,6,E,Low,-,-,17,E,Medium,17,19,High,-50,50,Medium,-,-,-,-,part elevation,Confirmed,-,-343,-290,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-50,50,Medium,-,-,-,-,Forum suspected,-,-,Theatre Susp,-,-,-,-343,-290,-,-,-,M,-48,-46,C,-44,-27,C,73,75,ON,
Bovillae,Frattochie,,Y,Y,1,Y,12.6210306,41.7579056,206,certain,-,-,-,-,-,-,Latin,-,-,-,-,-600,500,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,unclear,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,Suspected,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,Temple 2ndc BC,Theatre Aug,-,-,-,-493,-338,-,-,-,M,-90,-89,-,-,-,-,-,-,ON,
Brixellum ,Brescello,,Y,Y,8,Y,10.515786,44.900996,26,certain,-,-,-,-,Brixellum,possible,Gallic,-,-,-,-,-9999,500,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,interpreted,15,E,Low,12.5,15,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,Bas Susp,-,-268,-218,-,-,-,C,-42,14,-,-,-,-,-,-,ON,
